platform,backend,timestamp,operator,scenario,phase,M,N,K,num_tokens,hidden_size,eps,dtype,source,device_time_mean_ms,device_time_median_ms,device_time_min_ms,device_time_max_ms,device_time_p99_ms,device_time_std_ms,wall_time_mean_ms,accuracy_passed,error
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:16,fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s1024,prefill,,,,1024,2048,,bf16,"DeepSeek-V3 Marlin MoE, prefill, seq=1024",77.0894,77.0894,77.0889,77.0898,77.0898,0.0002,79.4878,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:16,fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s2048,prefill,,,,2048,2048,,bf16,"DeepSeek-V3 Marlin MoE, prefill, seq=2048",77.0921,77.0921,77.0912,77.0929,77.0929,0.0003,79.4868,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:16,fused_marlin_moe,deepseek_v3_marlin_moe_prefill_s4096,prefill,,,,4096,2048,,bf16,"DeepSeek-V3 Marlin MoE, prefill, seq=4096",77.1677,77.1678,77.1668,77.1682,77.1682,0.0003,79.5529,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_decode_b1,decode,,,,1,2048,,bf16,"DeepSeek-V3, FP8 MoE, decode, batch=1",33.4373,33.4373,33.4363,33.4379,33.4379,0.0003,35.863,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_decode_b4,decode,,,,4,2048,,bf16,"DeepSeek-V3, FP8 MoE, decode, batch=4",62.5358,62.5359,62.5349,62.5364,62.5364,0.0003,64.9376,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_decode_b8,decode,,,,8,2048,,bf16,"DeepSeek-V3, FP8 MoE, decode, batch=8",77.0846,77.0847,77.0838,77.0852,77.0852,0.0003,79.4875,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_decode_b16,decode,,,,16,2048,,bf16,"DeepSeek-V3, FP8 MoE, decode, batch=16",77.0852,77.0852,77.0848,77.0861,77.0861,0.0002,79.4855,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_decode_b32,decode,,,,32,2048,,bf16,"DeepSeek-V3, FP8 MoE, decode, batch=32",77.0853,77.0853,77.0849,77.086,77.086,0.0002,79.4859,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_prefill_s64,prefill,,,,64,2048,,bf16,"DeepSeek-V3, FP8 MoE, prefill, seq=64",77.0855,77.0855,77.0849,77.0864,77.0864,0.0003,79.4863,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_prefill_s128,prefill,,,,128,2048,,bf16,"DeepSeek-V3, FP8 MoE, prefill, seq=128",77.0858,77.0858,77.085,77.0869,77.0869,0.0003,79.4874,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:33:52,fused_moe,deepseek_v3_moe_prefill_s256,prefill,,,,256,2048,,bf16,"DeepSeek-V3, FP8 MoE, prefill, seq=256",77.0863,77.0863,77.0852,77.0871,77.0871,0.0003,79.487,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs1,decode,,,,1,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, decode, batch=1",0.0106,0.0106,0.0105,0.0114,0.0114,0.0001,2.3532,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs2,decode,,,,2,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, decode, batch=2",0.0108,0.0108,0.0106,0.0111,0.0111,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs4,decode,,,,4,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, decode, batch=4",0.0107,0.0108,0.0106,0.0116,0.0116,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs8,decode,,,,8,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, decode, batch=8",0.0109,0.0109,0.0108,0.0113,0.0113,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs16,decode,,,,16,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, decode, batch=16",0.011,0.011,0.0108,0.0113,0.0113,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_decode_bs32,decode,,,,32,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, decode, batch=32",0.0111,0.0111,0.0109,0.0113,0.0113,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s64,prefill,,,,64,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=64",0.0112,0.0112,0.011,0.0115,0.0115,0.0001,2.3541,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s128,prefill,,,,128,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=128",0.0114,0.0114,0.011,0.0116,0.0116,0.0001,2.3541,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s256,prefill,,,,256,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=256",0.012,0.012,0.0117,0.0122,0.0122,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s512,prefill,,,,512,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=512",0.0131,0.0131,0.0129,0.0134,0.0134,0.0001,2.3845,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s1024,prefill,,,,1024,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=1024",0.0157,0.0157,0.0153,0.0161,0.0161,0.0001,2.4152,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s2048,prefill,,,,2048,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=2048",0.0212,0.0212,0.021,0.0215,0.0215,0.0001,2.4177,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s4096,prefill,,,,4096,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=4096",0.0358,0.0359,0.0349,0.037,0.037,0.0006,2.4148,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:54,fused_q_kv_rmsnorm,deepseek_v3_qkv_rmsnorm_prefill_s8192,prefill,,,,8192,,1e-06,bf16,"DeepSeek-V3, Q/KV RMSNorm, prefill, seq=8192",0.0658,0.0658,0.0646,0.0669,0.0669,0.0006,2.4188,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:36,gelu,ffn_intermediate_seq2048,,2048,18432,,,,,bf16,,0.0907,0.0907,0.0902,0.0916,0.0916,0.0002,2.4844,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:36,gelu,ffn_intermediate_seq4096,,4096,18432,,,,,bf16,,0.1754,0.1754,0.1742,0.1763,0.1763,0.0004,2.5502,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:36,gelu,ffn_intermediate_decode,,1,18432,,,,,bf16,,0.0053,0.0052,0.0052,0.0056,0.0056,0.0001,2.3537,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:36,gelu,ffn_intermediate_batch128,,128,18432,,,,,bf16,,0.0101,0.0101,0.0099,0.0102,0.0102,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:36,gelu,hidden_size_seq2048,,2048,7168,,,,,bf16,,0.0388,0.0388,0.0385,0.0393,0.0393,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_decode_b1,decode,1,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, decode, batch=1",0.0133,0.0132,0.0131,0.0145,0.0145,0.0002,2.3953,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_decode_b4,decode,4,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, decode, batch=4",0.0127,0.0126,0.0124,0.0139,0.0139,0.0002,2.3871,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_decode_b8,decode,8,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, decode, batch=8",0.0125,0.0124,0.0123,0.0137,0.0137,0.0002,2.3822,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_prefill_s64,prefill,64,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, prefill, seq=64",0.0273,0.0272,0.0269,0.0282,0.0282,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_prefill_s128,prefill,128,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, prefill, seq=128",0.0489,0.0489,0.0486,0.0504,0.0504,0.0002,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_prefill_s256,prefill,256,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, prefill, seq=256",0.0879,0.0879,0.0876,0.0891,0.0891,0.0002,2.4848,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_prefill_s512,prefill,512,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, prefill, seq=512",0.1699,0.1699,0.1696,0.1706,0.1706,0.0002,2.5502,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_prefill_s1024,prefill,1024,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, prefill, seq=1024",0.3123,0.3123,0.3118,0.3127,0.3127,0.0002,2.6813,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:27,gemm_w8a8,llama31_8b_w8a8_prefill_s2048,prefill,2048,4096,4096,,,,bf16,"Llama-3.1-8B W8A8 GEMM, prefill, seq=2048",0.5531,0.5531,0.5517,0.5546,0.5546,0.0005,2.9432,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs1,decode,,,,1,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, decode, batch=1",0.0084,0.0084,0.0083,0.0097,0.0097,0.0002,2.3533,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs2,decode,,,,2,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, decode, batch=2",0.0084,0.0084,0.0083,0.0086,0.0086,0.0001,2.3536,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs4,decode,,,,4,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, decode, batch=4",0.0087,0.0087,0.0085,0.0089,0.0089,0.0001,2.3544,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs8,decode,,,,8,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, decode, batch=8",0.0085,0.0085,0.0084,0.0086,0.0086,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs16,decode,,,,16,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, decode, batch=16",0.0088,0.0088,0.0086,0.009,0.009,0.0001,2.3536,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_decode_bs32,decode,,,,32,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, decode, batch=32",0.0086,0.0086,0.0084,0.0088,0.0088,0.0001,2.3536,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s64,prefill,,,,64,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=64",0.0089,0.0089,0.0087,0.0092,0.0092,0.0001,2.3541,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s128,prefill,,,,128,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=128",0.0088,0.0088,0.0086,0.0091,0.0091,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s256,prefill,,,,256,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=256",0.009,0.009,0.0087,0.0092,0.0092,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s512,prefill,,,,512,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=512",0.0093,0.0093,0.0091,0.0095,0.0095,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s1024,prefill,,,,1024,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=1024",0.0107,0.0107,0.0105,0.0113,0.0113,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s2048,prefill,,,,2048,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=2048",0.0138,0.0138,0.0136,0.0142,0.0142,0.0001,2.3989,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s4096,prefill,,,,4096,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=4096",0.0197,0.0197,0.0193,0.0202,0.0202,0.0002,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:48,gemma_rms_norm,gemma_2_9b_rmsnorm_prefill_s8192,prefill,,,,8192,2048,1e-06,bf16,"Gemma-2-9B, RMSNorm, prefill, seq=8192",0.0397,0.0398,0.0388,0.0412,0.0412,0.0005,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_decode_b1,decode,,,,1,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=1",0.0252,0.0251,0.0249,0.0255,0.0255,0.0001,2.4181,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_decode_b4,decode,,,,4,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=4",0.0202,0.0202,0.0197,0.0206,0.0206,0.0002,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_decode_b8,decode,,,,8,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=8",0.036,0.0361,0.0352,0.0376,0.0376,0.0005,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_decode_b16,decode,,,,16,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), decode, batch=16",0.0642,0.0642,0.0631,0.0653,0.0653,0.0005,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s128,prefill,,,,128,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=128",0.4054,0.4052,0.4026,0.4087,0.4087,0.0013,2.8123,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s256,prefill,,,,256,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=256",0.7427,0.7427,0.74,0.7456,0.7456,0.0013,3.1393,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s512,prefill,,,,512,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=512",1.3956,1.3955,1.3911,1.402,1.402,0.0018,3.7954,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s1024,prefill,,,,1024,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=1024",,,,,,,,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 95.07 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 532.00 MiB memory in use. Of the allocated memory 72.01 MiB is allocated by PyTorch, and 13.99 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s2048,prefill,,,,2048,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=2048",,,,,,,,,"CUDA out of memory. Tried to allocate 8.00 GiB. GPU 0 has a total capacity of 95.07 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 532.00 MiB memory in use. Of the allocated memory 80.02 MiB is allocated by PyTorch, and 5.98 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s4096,prefill,,,,4096,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=4096",,,,,,,,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 95.07 GiB of which 3.90 GiB is free. Including non-PyTorch memory, this process has 544.00 MiB memory in use. Of the allocated memory 96.03 MiB is allocated by PyTorch, and 1.97 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:28,grouped_matmul,qwen3_30b_grouped_mm_prefill_s8192,prefill,,,,8192,4096,,bf16,"Qwen3-30B-A3B, Grouped matmul (GQA), prefill, seq=8192",,,,,,,,,"CUDA out of memory. Tried to allocate 32.00 GiB. GPU 0 has a total capacity of 95.07 GiB of which 3.87 GiB is free. Including non-PyTorch memory, this process has 576.00 MiB memory in use. Of the allocated memory 128.06 MiB is allocated by PyTorch, and 1.94 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://docs.pytorch.org/docs/stable/notes/cuda.html#optimizing-memory-usage-with-pytorch-cuda-alloc-conf)"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,llama31_8b_kv_cache_decode_b1_c1024,decode,,,,1,,1e-6,bf16,"Llama-3.1-8B KV cache, decode, batch=1, cache=1024",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,llama31_8b_kv_cache_decode_b4_c2048,decode,,,,4,,1e-6,bf16,"Llama-3.1-8B KV cache, decode, batch=4, cache=2048",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,deepseek_v3_kv_cache_decode_b8_c1024,decode,,,,8,,1e-6,bf16,"DeepSeek-V3 KV cache, decode, batch=8, cache=1024",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s64_c128,prefill,,,,64,,1e-6,bf16,"Llama-3.1-8B KV cache, prefill, seq=64, cache=128",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s128_c512,prefill,,,,128,,1e-6,bf16,"Llama-3.1-8B KV cache, prefill, seq=128, cache=512",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,deepseek_v3_kv_cache_prefill_s256_c1024,prefill,,,,256,,1e-6,bf16,"DeepSeek-V3 KV cache, prefill, seq=256, cache=1024",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s512_c2048,prefill,,,,512,,1e-6,bf16,"Llama-3.1-8B KV cache, prefill, seq=512, cache=2048",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,deepseek_v3_kv_cache_prefill_s1024_c4096,prefill,,,,1024,,1e-6,bf16,"DeepSeek-V3 KV cache, prefill, seq=1024, cache=4096",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:18,kv_rms_norm_rope_cache,llama31_8b_kv_cache_prefill_s2048_c4096,prefill,,,,2048,,1e-6,bf16,"Llama-3.1-8B KV cache, prefill, seq=2048, cache=4096",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:57,layernorm,hidden_7168_seq2048,,2048,,,,7168,,bf16,,0.0473,0.0472,0.0466,0.0482,0.0482,0.0004,2.4181,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:57,layernorm,hidden_7168_seq4096,,4096,,,,7168,,bf16,,0.0816,0.0817,0.081,0.0825,0.0825,0.0003,2.4846,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:57,layernorm,hidden_7168_decode,,1,,,,7168,,bf16,,0.0136,0.0135,0.0135,0.0138,0.0138,0.0001,2.3877,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:57,layernorm,hidden_7168_batch128,,128,,,,7168,,bf16,,0.0145,0.0145,0.0142,0.0147,0.0147,0.0001,2.4189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:57,layernorm,hidden_4096_seq2048,,2048,,,,4096,,bf16,,0.0289,0.0289,0.0286,0.0295,0.0295,0.0002,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:36:57,layernorm,hidden_7168_fp16,,2048,,,,7168,,fp16,,0.0474,0.0474,0.0468,0.0485,0.0485,0.0004,2.4189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,qwen3_30b_moe_gate_decode,decode,1,128,2048,,,,,flashinfer-trace/gemm_n128_k2048 (Qwen3-30B-A3B moe.gate),0.0089,0.0089,0.0087,0.0091,0.0091,0.0001,2.3533,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,qwen3_30b_moe_gate_prefill,prefill,256,128,2048,,,,,flashinfer-trace/gemm_n128_k2048 (Qwen3-30B-A3B moe.gate),0.0092,0.0093,0.0091,0.0094,0.0094,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_o_proj_decode,decode,1,4096,4096,,,,,flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj),0.0132,0.0131,0.013,0.0134,0.0134,0.0001,2.3877,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_o_proj_prefill_256,prefill,256,4096,4096,,,,,flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj),0.088,0.0879,0.0876,0.0884,0.0884,0.0001,2.4845,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_o_proj_prefill_1024,prefill,1024,4096,4096,,,,,flashinfer-trace/gemm_n4096_k4096 (Llama-3.1-8B attn.o_proj),0.3113,0.311,0.3104,0.3125,0.3125,0.0006,2.6814,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_ffn_down_decode,decode,1,4096,14336,,,,,flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj),0.0442,0.0443,0.0429,0.0458,0.0458,0.0007,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_ffn_down_prefill_256,prefill,256,4096,14336,,,,,flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj),0.2547,0.2547,0.2532,0.2565,0.2565,0.0008,2.6159,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_ffn_down_prefill_1024,prefill,1024,4096,14336,,,,,flashinfer-trace/gemm_n4096_k14336 (Llama-3.1-8B ffn.down_proj),1.0649,1.0648,1.0633,1.0678,1.0678,0.0009,3.4676,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_ffn_up_decode,decode,1,28672,4096,,,,,flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj),0.0708,0.0708,0.0695,0.0726,0.0726,0.0007,2.4233,True,
